ostan,shahrestan,bakhsh,fam,pop,m,f,lat,lon
كردستان,قروه,مركزئ,28262,92287,46582,45705,34.9970417,50.289292719649126
كردستان,قروه,سريش آباد,5549,17717,8991,8726,35.37398755,47.786067709761255
كردستان,قروه,چهاردولي,4916,16395,8205,8190,35.06314879999999,47.99423872243481
كردستان,قروه,دلبران,4178,13793,7087,6706,35.26454125,47.98558353187171
كردستان,مريوان,خاووميرآباد,2953,10888,5664,5224,35.617898,46.11894811434532
كردستان,مريوان,سرشيو,2143,7924,4169,3755,36.00242155,46.276492059234926
كردستان,مريوان,مركزئ,50506,176450,90122,86328,34.9970417,50.289292719649126
كردستان,ديواندره,كرفتو,3944,15611,7935,7676,#,#
كردستان,ديواندره,مركزئ,14752,54544,27815,26729,34.9970417,50.289292719649126
كردستان,ديواندره,سارال,2519,9884,5059,4825,35.73914095,46.89070343925245
كردستان,كامياران,مركزئ,23560,80941,41538,39403,34.9970417,50.289292719649126
كردستان,كامياران,موچش,6716,21915,11171,10744,35.0042565,47.02830888839546
كردستان,سروآباد,اورامان,2445,8566,4351,4215,35.2081503,46.3389165211739
كردستان,سروآباد,مركزئ,11030,36374,18533,17841,34.9970417,50.289292719649126
كردستان,دهگلان,مركزئ,13520,45221,23149,22072,34.9970417,50.289292719649126
كردستان,دهگلان,بلبان آباد,5868,18794,9677,9117,35.14883895,47.34288160340731
همدان,تويسركان,قلقل رود,5178,16773,8505,8268,34.489942850000006,48.19696318302864
همدان,تويسركان,مرکزي,28326,84742,42448,42294,35.9929045,52.94912620817931
همدان,ملاير,جوكار,11326,37046,18808,18238,27.3425195,53.1819217
همدان,ملاير,سامن,9049,28085,14100,13985,34.22382575,48.61612637991735
همدان,ملاير,مرکزي,65966,213456,107271,106185,35.9929045,52.94912620817931
همدان,ملاير,زند,3400,10019,4976,5043,34.124098599999996,48.977445935769516
همدان,نهاوند,خزل,9129,29968,15260,14708,34.30424285,48.074983958699264
همدان,نهاوند,مرکزي,36778,117270,59073,58197,35.9929045,52.94912620817931
همدان,نهاوند,زرين دشت,4035,13046,6649,6397,34.2027695,48.22154800765998
همدان,نهاوند,گيان,5238,17027,8820,8207,34.137572500000005,48.22643427736597
همدان,همدان,شراء,5903,20242,10472,9770,34.83453835,48.98730061430436
همدان,همدان,مرکزي,204868,655859,330447,325412,35.9929045,52.94912620817931
همدان,كبودرآهنگ,گل تپه,6234,20499,10466,10033,35.39162725,48.10852927767123
همدان,كبودرآهنگ,مرکزي,25302,84636,44443,40193,35.9929045,52.94912620817931
همدان,كبودرآهنگ,شيرين سو,6031,20927,10524,10403,35.55219115,48.39277979725658
همدان,اسدآباد,مرکزي,26928,89774,45346,44428,35.9929045,52.94912620817931
همدان,اسدآباد,پيرسلمان,3380,10825,5478,5347,34.737863649999994,47.92704812390588
همدان,بهار,لالجين,12774,41383,21523,19860,35.03578615,48.506500154828075
همدان,بهار,مرکزي,16052,51837,26323,25514,35.9929045,52.94912620817931
همدان,بهار,صالح آباد,8018,25862,13130,12732,35.03092384999999,48.27932809798792
همدان,رزن,سردرود,10611,36965,18728,18237,35.510521499999996,48.774357289582014
همدان,رزن,قروه درجزين,11626,36999,18671,18328,35.3101504,49.1004503
همدان,رزن,مرکزي,9970,33623,17218,16405,35.9929045,52.94912620817931
همدان,فامنين,مركزي,9109,29458,15284,14174,34.9970417,50.289292719649126
همدان,فامنين,پيشخور,3073,9901,5287,4614,35.0428778,49.16347608923354
چهارمحال و بختيارئ,بروجن,گندمان,4694,15803,8193,7610,31.70748775,51.206043550232216
چهارمحال و بختيارئ,بروجن,مركزئ,25722,86915,43859,43056,34.9970417,50.289292719649126
چهارمحال و بختيارئ,بروجن,بلداجي,5822,19765,10089,9676,31.90115315,50.9517294976261
چهارمحال و بختيارئ,شهركرد,مركزئ,72511,246046,123230,122816,34.9970417,50.289292719649126
چهارمحال و بختيارئ,شهركرد,لاران,9656,32863,16960,15903,32.3974664,50.5368379732764
چهارمحال و بختيارئ,شهركرد,فرخشهر,10934,37068,19362,17706,32.2836097,50.96432415391075
چهارمحال و بختيارئ,فارسان,مركزئ,11492,41493,21156,20337,34.9970417,50.289292719649126
چهارمحال و بختيارئ,فارسان,بابا حيدر,5478,18917,9759,9158,36.9677734,46.0869083
چهارمحال و بختيارئ,فارسان,جونقان,9944,34876,17991,16885,32.1652998,50.653806135302474
چهارمحال و بختيارئ,لردگان,فلارد,9285,33023,16972,16051,31.285564,51.19234444540969
چهارمحال و بختيارئ,لردگان,مركزئ,27364,105538,53585,51953,34.9970417,50.289292719649126
چهارمحال و بختيارئ,لردگان,خانميرزا,9872,36360,18852,17508,31.53223595,51.061994596890045
چهارمحال و بختيارئ,لردگان,منج,4626,17998,9149,8849,31.533359500000003,50.53242191635754
چهارمحال و بختيارئ,لردگان,روددشت,3678,16762,8682,8080,#,#
چهارمحال و بختيارئ,اردل,مركزئ,9434,35179,17836,17343,34.9970417,50.289292719649126
چهارمحال و بختيارئ,اردل,ميانكوه,3631,13697,6990,6707,#,#
چهارمحال و بختيارئ,كوهرنگ,بازفت,3478,14742,7666,7076,32.3896381,49.938908483269174
چهارمحال و بختيارئ,كوهرنگ,مركزئ,5295,20222,10396,9826,34.9970417,50.289292719649126
چهارمحال و بختيارئ,كوهرنگ,دوآب صمصامي,1926,5930,3060,2870,32.2263042,50.31191758214585
چهارمحال و بختيارئ,كيار,مركزئ,10853,35015,17975,17040,34.9970417,50.289292719649126
چهارمحال و بختيارئ,كيار,ناغان,4695,15957,8165,7792,31.8254144,50.761057023032436
چهارمحال و بختيارئ,سامان,مرکزي,7792,24449,12427,12022,35.9929045,52.94912620817931
چهارمحال و بختيارئ,سامان,زاينده رود,3288,10167,5264,4903,32.614115049999995,50.84244233134199
چهارمحال و بختيارئ,بن,مرکزي,7328,23624,12019,11605,35.9929045,52.94912620817931
چهارمحال و بختيارئ,بن,شيدا,1471,4702,2377,2325,32.6628951,50.617823261333726
لرستان,اليگودرز,ززوماهرو,2455,9584,5113,4471,33.1257455,49.17730959465122
لرستان,اليگودرز,مرکزي,28513,99653,50828,48825,35.9929045,52.94912620817931
لرستان,اليگودرز,بشارت,1988,8346,4349,3997,32.9415252,49.50855191558993
لرستان,اليگودرز,بربرود غربي,2467,9335,4791,4544,33.25380645,49.672364182659685
لرستان,اليگودرز,بربرود شرقي,3029,10427,5393,5034,33.252246,49.722868780552375
لرستان,بروجرد,اشترينان,10480,32988,16758,16230,33.99618045,48.647528735030875
لرستان,بروجرد,مرکزي,91778,293464,147070,146394,35.9929045,52.94912620817931
لرستان,خرم آباد,پاپي,3286,12204,6365,5839,33.14324295,48.64375741933508
لرستان,خرم آباد,بيرانوند,3272,12003,6307,5696,33.717006850000004,48.53340355208027
لرستان,خرم آباد,زاغه,4909,17440,8924,8516,33.507279749999995,48.76543841143592
لرستان,خرم آباد,مرکزي,133110,463599,233527,230072,35.9929045,52.94912620817931
لرستان,دلفان,کاکاوند,5284,19127,9956,9171,34.11951265,47.6835939047547
لرستان,دلفان,مرکزي,29291,104533,53688,50845,35.9929045,52.94912620817931
لرستان,دلفان,خاوه,5892,20313,10571,9742,34.062292,48.130149121101596
لرستان,دورود,سيلاخور,4377,14853,7643,7210,33.654786,48.93110097760744
لرستان,دورود,مرکزي,45763,159655,81447,78208,35.9929045,52.94912620817931
لرستان,کوهدشت,طرهان,3513,12730,6357,6373,33.5106078,47.14983193253801
لرستان,کوهدشت,مرکزي,33572,124015,62921,61094,35.9929045,52.94912620817931
لرستان,کوهدشت,کوهناني,5199,19292,9739,9553,33.457048900000004,47.04216245987266
لرستان,کوهدشت,درب گنبد,2871,10621,5424,5197,33.610601599999995,47.257795316041246
لرستان,ازنا,جاپلق,3285,10025,5015,5010,33.6182564,49.465192566466214
لرستان,ازنا,مرکزي,19119,64878,33013,31865,35.9929045,52.94912620817931
لرستان,پلدختر,مرکزي,14948,51974,26203,25771,35.9929045,52.94912620817931
لرستان,پلدختر,معمولان,6248,21372,11051,10321,33.2405526,48.139503972918845
لرستان,سلسله,فيروزآباد,4533,16168,8276,7892,34.0199295,47.190773752249825
لرستان,سلسله,مرکزي,16607,59391,29966,29425,35.9929045,52.94912620817931
لرستان,دوره,چگني,4346,15624,8016,7608,33.6197566,48.011112583540005
لرستان,دوره,شاهيوند,4079,14851,7751,7100,33.69575445,47.75350858218686
لرستان,دوره,ويسيان,3523,11281,5700,5581,33.432522950000006,48.15223796418864
لرستان,رومشکان,سوري,4671,17005,8635,8370,33.28225035,47.33018787694641
لرستان,رومشکان,مرکزي,6071,22053,11102,10951,35.9929045,52.94912620817931
ايلام,ايلام,چوار,2752,10554,5433,5121,33.6767202,46.0682971006035
ايلام,ايلام,مركزئ,59440,215543,109237,106306,34.9970417,50.289292719649126
ايلام,ايلام,سيوان,2465,8994,4594,4400,33.504913900000005,46.57246867664609
ايلام,دره شهر,مركزئ,10874,39562,20184,19378,34.9970417,50.289292719649126
ايلام,دره شهر,ماژين,1138,4146,2126,2020,32.929347750000005,47.7906876
ايلام,دهلران,زرين آباد,1627,6227,3087,3140,33.019487850000004,46.858698579608784
ايلام,دهلران,مركزئ,10520,38304,19741,18563,34.9970417,50.289292719649126
ايلام,دهلران,موسيان,4002,18282,9805,8477,32.4050697,47.73281527769864
ايلام,دهلران,سراب ميمه,798,2766,1408,1358,33.208102,46.98164352814684
ايلام,چرداول,مركزئ,6737,24568,12582,11986,34.9970417,50.289292719649126
ايلام,چرداول,هليلان,4240,15276,7806,7470,33.774643,47.220130157050605
ايلام,چرداول,شباب,3092,11135,5678,5457,33.746117850000005,46.66142446250302
ايلام,چرداول,زاگرس,1796,6395,3293,3102,33.676862299999996,46.83306659463507
ايلام,مهران,صالح آباد,957,3529,1863,1666,35.03092384999999,48.27932809798792
ايلام,مهران,مركزئ,7488,26173,13396,12777,34.9970417,50.289292719649126
ايلام,آبدانان,كلات,1849,6847,3467,3380,#,#
ايلام,آبدانان,مركزئ,9626,34734,17653,17081,34.9970417,50.289292719649126
ايلام,آبدانان,سراب باغ,1713,6270,3232,3038,32.861416,47.582384178377254
ايلام,ايوان,زرنه,2078,7784,3970,3814,33.92464365,46.08474932471741
ايلام,ايوان,مركزئ,11718,41617,20847,20770,34.9970417,50.289292719649126
ايلام,ملكشاهي,مركزي,4453,15374,7701,7673,34.9970417,50.289292719649126
ايلام,ملكشاهي,گچي,1527,5609,2771,2838,33.38059645,46.42311543202448
ايلام,سيروان,مرکزي,2031,7152,3634,3518,35.9929045,52.94912620817931
ايلام,سيروان,کارزان,1958,7252,3715,3537,33.65936175,46.56797817575086
ايلام,بدره,مرکزي,2486,8708,4303,4405,35.9929045,52.94912620817931
ايلام,بدره,هندميني,1825,6906,3442,3464,33.23991085,47.15443382337335
كهگيلويه و بويراحمد,بويراحمد,مارگون,4923,19876,10110,9766,31.1709762,50.866738942108
كهگيلويه و بويراحمد,بويراحمد,مركزئ,67531,260840,133350,127490,34.9970417,50.289292719649126
كهگيلويه و بويراحمد,بويراحمد,لوداب,2902,11295,5669,5626,30.977087349999998,50.88605791804119
كهگيلويه و بويراحمد,بويراحمد,کبگيان,2172,7741,3796,3945,30.7936133,51.30616720046996
كهگيلويه و بويراحمد,كهگيلويه,چاروسا,4016,16553,8292,8261,31.219036,50.5129924719893
كهگيلويه و بويراحمد,كهگيلويه,مركزئ,20586,82168,41486,40682,34.9970417,50.289292719649126
كهگيلويه و بويراحمد,كهگيلويه,ديشموك,4711,20746,10632,10114,#,#
كهگيلويه و بويراحمد,كهگيلويه,سوق,3077,11655,5662,5993,30.8586149,50.46077709901583
كهگيلويه و بويراحمد,گچساران,مركزئ,34089,123370,62343,61027,34.9970417,50.289292719649126
كهگيلويه و بويراحمد,دنا,پاتاوه,6740,25064,12620,12444,31.11375435,51.163262587674524
كهگيلويه و بويراحمد,دنا,مركزئ,4965,17473,8846,8627,34.9970417,50.289292719649126
كهگيلويه و بويراحمد,بهمئي,بهمئي گرمسيرئ,2536,9402,4731,4671,31.11001595,50.141456499709
كهگيلويه و بويراحمد,بهمئي,مركزئ,7373,28324,14449,13875,34.9970417,50.289292719649126
كهگيلويه و بويراحمد,چرام,مركزي,6824,25967,13002,12965,34.9970417,50.289292719649126
كهگيلويه و بويراحمد,چرام,سرفارياب,2066,7576,3809,3767,30.87583225,50.80140922893504
كهگيلويه و بويراحمد,باشت,مركزي,4092,15667,7790,7877,34.9970417,50.289292719649126
كهگيلويه و بويراحمد,باشت,بوستان,1665,5941,2991,2950,30.38012935,51.23892898718397
كهگيلويه و بويراحمد,لنده,مرکزي,4851,18951,9500,9451,35.9929045,52.94912620817931
كهگيلويه و بويراحمد,لنده,موگرمون,709,2861,1464,1397,31.02542615,50.446838411910235
بوشهر,بوشهر,خارك,2334,8193,4232,3961,#,#
بوشهر,بوشهر,مركزئ,83177,290359,149260,141099,34.9970417,50.289292719649126
بوشهر,تنگستان,دلوار,10473,36481,18779,17702,28.5328318,50.883470659671396
بوشهر,تنگستان,مركزئ,11593,40157,20157,20000,34.9970417,50.289292719649126
بوشهر,دشتستان,سعدآباد,9568,33513,16766,16747,29.5485803,51.21578543320807
بوشهر,دشتستان,شبانكاره,6294,22348,11201,11147,#,#
بوشهر,دشتستان,مركزئ,40845,145460,73720,71740,34.9970417,50.289292719649126
بوشهر,دشتستان,ارم,3728,13659,6857,6802,29.217185999999998,51.5333672546099
بوشهر,دشتستان,بوشكان,3776,12943,6439,6504,#,#
بوشهر,دشتستان,آب پخش,6478,23132,11737,11395,35.7191384,51.3225588
بوشهر,دشتي,كاكي,7058,25283,12539,12744,#,#
بوشهر,دشتي,مركزئ,14789,51625,26127,25498,34.9970417,50.289292719649126
بوشهر,دشتي,شنبه و طسوج,2393,8621,4159,4462,28.400785149999997,51.86959560112726
بوشهر,دير,بردخون,3030,11113,5728,5385,27.899243050000003,51.43357371219268
بوشهر,دير,مركزئ,11095,40970,20874,20096,34.9970417,50.289292719649126
بوشهر,دير,آبدان,2278,8529,4194,4335,29.0273477,57.4639185
بوشهر,كنگان,مركزئ,27873,107801,69371,38430,34.9970417,50.289292719649126
بوشهر,گناوه,ريگ,3996,13825,6908,6917,29.3875333,50.57323869774133
بوشهر,گناوه,مركزئ,24181,88649,44911,43738,34.9970417,50.289292719649126
بوشهر,ديلم,امام حسن,1319,4866,2402,2464,29.63840775,50.00148336546937
بوشهر,ديلم,مركزئ,8535,29955,15247,14708,34.9970417,50.289292719649126
بوشهر,جم,ريز,3608,12973,6811,6162,28.042161,52.130037320748215
بوشهر,جم,مركزئ,16373,57037,29676,27361,34.9970417,50.289292719649126
بوشهر,عسلويه,مرکزي,12224,56255,42042,14213,35.9929045,52.94912620817931
بوشهر,عسلويه,چاه مبارک,4272,17703,9600,8103,27.203465950000002,52.49739804431097
زنجان,ابهر,مرکزي,47329,151528,76678,74850,35.9929045,52.94912620817931
زنجان,خدابنده,افشار,3407,12424,6273,6151,35.939278200000004,48.13060011308615
زنجان,خدابنده,بزينه رود,9390,32099,16186,15913,35.75039035,48.50559949980905
زنجان,خدابنده,مرکزي,26863,93005,47229,45776,35.9929045,52.94912620817931
زنجان,خدابنده,سجاس رود,7939,26965,13604,13361,36.2687359,48.58668949858726
زنجان,زنجان,زنجانرود,7086,23307,11940,11367,36.912101899999996,47.95534533724071
زنجان,زنجان,مرکزي,147145,482025,243012,239013,35.9929045,52.94912620817931
زنجان,زنجان,قره پشتلو,4788,15969,8187,7782,36.9915077,48.340433462893266
زنجان,ايجرود,حلب,1976,6148,3154,2994,36.278735999999995,48.107633187853935
زنجان,ايجرود,مرکزي,9341,30493,15424,15069,35.9929045,52.94912620817931
زنجان,خرمدره,مرکزي,21215,67951,34338,33613,35.9929045,52.94912620817931
زنجان,طارم,چورزق,5744,18803,9499,9304,36.93476135,48.711370582465804
زنجان,طارم,مرکزي,8694,27838,14305,13533,35.9929045,52.94912620817931
زنجان,ماهنشان,انگوران,5213,17164,8671,8493,36.5390303,47.606405756405465
زنجان,ماهنشان,مرکزي,6722,22261,11398,10863,35.9929045,52.94912620817931
زنجان,سلطانيه,مرکزي,5525,17987,9113,8874,35.9929045,52.94912620817931
زنجان,سلطانيه,باغ حلي,3605,11493,5837,5656,36.54945425,48.84119090720894
سمنان,دامغان,اميراباد,4122,12296,6277,6019,36.2661351,59.6577591
سمنان,دامغان,مركزئ,26174,81894,40845,41049,34.9970417,50.289292719649126
سمنان,سمنان,مركزئ,52011,196521,100943,95578,34.9970417,50.289292719649126
سمنان,شاهرود,بسطام,14295,44052,22930,21122,36.6472196,55.26058913039763
سمنان,شاهرود,بيارجمند,2734,7613,3763,3850,35.30107685,56.39158925684113
سمنان,شاهرود,مركزئ,52694,166963,84498,82465,34.9970417,50.289292719649126
سمنان,گرمسار,ايوانكي,5817,17163,8754,8409,#,#
سمنان,گرمسار,مركزئ,19768,60258,30418,29840,34.9970417,50.289292719649126
سمنان,مهدئ شهر,شهميرزاد,5695,16694,8377,8317,36.6949066,53.5308452
سمنان,مهدئ شهر,مركزئ,9531,30781,15467,15314,34.9970417,50.289292719649126
سمنان,آرادان,مرکزي,3838,11060,5621,5439,35.9929045,52.94912620817931
سمنان,آرادان,کهن آباد,1081,2824,1446,1378,34.9312084,52.75837778523665
سمنان,ميامي,مرکزي,6446,19500,9768,9732,35.9929045,52.94912620817931
سمنان,ميامي,کالپوش,6035,19218,9682,9536,37.08498445,55.80991416579482
سمنان,سرخه,سرخه,5330,15523,7867,7656,34.989542650000004,53.162460764280944
يزد,اردكان,خرانق,906,4666,3428,1238,32.71226805,55.084686811574954
يزد,اردكان,مركزئ,25664,86578,45671,40907,34.9970417,50.289292719649126
يزد,اردكان,عقدا,1646,6716,4414,2302,32.37059025000001,53.47181724659435
يزد,بافق,مركزئ,15156,50845,25849,24996,34.9970417,50.289292719649126
يزد,تفت,مركزئ,10467,32454,16660,15794,34.9970417,50.289292719649126
يزد,تفت,نير,2517,6625,3331,3294,31.4734871,54.0874685310236
يزد,تفت,گاريزات,1675,4814,2456,2358,31.2113969,53.92465076553926
يزد,مهريز,مركزئ,15978,51733,26480,25253,34.9970417,50.289292719649126
يزد,يزد,مركزئ,189293,635687,323894,311793,34.9970417,50.289292719649126
يزد,يزد,زارچ,5840,20786,10948,9838,32.0723921,54.584277266449234
يزد,ميبد,مركزئ,25366,85771,43777,41994,34.9970417,50.289292719649126
يزد,ميبد,ندوشن,1027,3119,1648,1471,31.95675875,53.37822905004401
يزد,ميبد,بفروييه,3291,10837,5646,5191,32.198412450000006,53.82177696371512
يزد,ابركوه,بهمن,4271,14196,7401,6795,30.9476407,53.55873018493232
يزد,ابركوه,مركزئ,11456,36907,18966,17941,34.9970417,50.289292719649126
يزد,اشکذر,خضرآباد,1040,4547,3034,1513,31.94586255,53.93087239355333
يزد,اشکذر,مركزئ,8573,28019,14372,13647,34.9970417,50.289292719649126
يزد,خاتم,مركزئ,6292,21408,11177,10231,34.9970417,50.289292719649126
يزد,خاتم,مروست,4518,15150,7966,7184,30.518744849999997,54.22218246785461
يزد,بهاباد,آسفيج,1349,3829,1894,1935,31.891792600000002,56.34977127717967
يزد,بهاباد,مركزي,4031,13392,6698,6694,34.9970417,50.289292719649126
هرمزگان,ابوموسي,تنب,40,1148,1090,58,26.315644300000002,54.7637082207402
هرمزگان,ابوموسي,مركزئ,884,6254,4809,1445,34.9970417,50.289292719649126
هرمزگان,بندرعباس,فين,4763,16359,8142,8217,27.6565999,55.8973925088854
هرمزگان,بندرعباس,مركزئ,177420,614599,313672,300927,34.9970417,50.289292719649126
هرمزگان,بندرعباس,تخت,9479,33011,16834,16177,27.4193079,56.75229243817054
هرمزگان,بندرعباس,قلعه قاضي,4399,16049,8336,7713,27.32316135,56.58699473226273
هرمزگان,بندرلنگه,شيبكوه,4741,18645,9850,8795,#,#
هرمزگان,بندرلنگه,كيش,13738,41258,22950,18308,26.5518654,54.0189285
هرمزگان,بندرلنگه,مركزئ,20538,79125,41311,37814,34.9970417,50.289292719649126
هرمزگان,بندرلنگه,مهران,5377,20321,10562,9759,26.91372375,55.15885097199603
هرمزگان,قشم,شهاب,9902,38115,19138,18977,26.59167625,55.7011533726635
هرمزگان,قشم,مركزئ,28874,104955,53975,50980,34.9970417,50.289292719649126
هرمزگان,قشم,هرمز,1698,5891,2933,2958,26.9443839,56.55003216398849
هرمزگان,ميناب,سندرك,5761,22126,10975,11151,#,#
هرمزگان,ميناب,مركزئ,42487,158650,79346,79304,34.9970417,50.289292719649126
هرمزگان,ميناب,توكهور,8094,30564,15374,15190,37.6328406,57.7816462
هرمزگان,ميناب,بندزرك,12556,47845,24138,23707,#,#
هرمزگان,جاسك,مركزئ,9888,39224,20152,19072,34.9970417,50.289292719649126
هرمزگان,جاسك,ليردف,5323,19660,9958,9702,25.6514239,58.8644285
هرمزگان,رودان,رودخانه,6216,21606,10710,10896,27.81374195,57.13696180958107
هرمزگان,رودان,مركزئ,17314,63616,31929,31687,34.9970417,50.289292719649126
هرمزگان,رودان,جغين,4010,14468,7324,7144,27.23631605,57.357674024586245
هرمزگان,رودان,بيكاه,6950,24606,12028,12578,#,#
هرمزگان,حاجي اباد,فارغان,4015,12386,6198,6188,28.10160815,56.200396609196886
هرمزگان,حاجي اباد,مركزئ,13141,45504,23228,22276,34.9970417,50.289292719649126
هرمزگان,حاجي اباد,احمدئ,3106,10321,5209,5112,28.00563755,56.737716685628584
هرمزگان,بستك,جناح,6239,23574,11786,11788,27.13504235,54.13222783451936
هرمزگان,بستك,مركزئ,10973,40174,20616,19558,34.9970417,50.289292719649126
هرمزگان,بستك,كوخرد,4464,16728,8681,8047,#,#
هرمزگان,خمير,رويدر,4314,14327,7233,7094,27.392835249999997,55.46618293006402
هرمزگان,خمير,مركزئ,11757,41821,20962,20859,34.9970417,50.289292719649126
هرمزگان,پارسيان,كوشكنار,3431,12566,6349,6217,#,#
هرمزگان,پارسيان,مركزئ,10385,38030,19387,18643,34.9970417,50.289292719649126
هرمزگان,سيريك,بماني,3673,14173,7055,7118,26.78295245,56.968770296048206
هرمزگان,سيريك,مركزئ,7631,31550,15785,15765,34.9970417,50.289292719649126
هرمزگان,بشاگرد,مركزي,3623,13676,6901,6775,34.9970417,50.289292719649126
هرمزگان,بشاگرد,گوهران,3798,14149,7138,7011,26.7509075,57.956644325610206
هرمزگان,بشاگرد,گافروپارمون,1938,7260,3574,3686,26.38921105,58.47617883126543
تهران,تهران,كن,1613,5013,2600,2413,35.3055536,51.7259136
تهران,تهران,مركزئ,2912511,8699284,4327639,4371645,34.9970417,50.289292719649126
تهران,تهران,آفتاب,9537,32630,16811,15819,35.569876449999995,51.34753278875394
تهران,دماوند,مركزئ,26337,84375,43687,40688,34.9970417,50.289292719649126
تهران,دماوند,رودهن,13035,41104,20864,20240,35.8286192,51.6599391
تهران,رئ,فشاپويه,14678,55642,30337,25305,35.28750115,51.173342265895336
تهران,رئ,كهريزك,35649,124704,64404,60300,#,#
تهران,رئ,مركزئ,25064,84577,43639,40938,34.9970417,50.289292719649126
تهران,رئ,خاوران,13455,46765,24163,22602,35.5595074,51.593259220820684
تهران,رئ,قلعه نو,8147,38009,24678,13331,35.4673341,51.518593246971044
تهران,شميرانات,رودبارقصران,5969,17419,9071,8348,35.9321694,51.5289418
تهران,شميرانات,لواسانات,10138,29860,15574,14286,35.89564845,51.72599968100555
تهران,ورامين,جوادآباد,7443,24975,13023,11952,33.9353739,47.7431595
تهران,ورامين,مركزئ,78063,258752,131580,127172,34.9970417,50.289292719649126
تهران,شهريار,مركزئ,226007,744206,379193,365013,34.9970417,50.289292719649126
تهران,اسلامشهر,چهاردانگه,18781,60631,30932,29699,36.22744865,53.64538530209825
تهران,اسلامشهر,مركزئ,142787,465353,236730,228623,34.9970417,50.289292719649126
تهران,اسلامشهر,احمد آباد مستوفي,6700,22611,11597,11014,35.621838,51.2172726
تهران,رباطكريم,مركزئ,89270,291515,149071,142444,34.9970417,50.289292719649126
تهران,پاكدشت,شريف آباد,18751,64433,33117,31316,35.41774795,51.8085055869841
تهران,پاكدشت,مركزئ,84786,286528,146253,140275,34.9970417,50.289292719649126
تهران,فيروزكوه,ارجمند,2282,6502,3310,3192,35.82095495,52.47234986304584
تهران,فيروزكوه,مركزئ,9418,27056,13783,13273,34.9970417,50.289292719649126
تهران,قدس,مركزي,96680,316631,162207,154424,34.9970417,50.289292719649126
تهران,ملارد,مركزي,99644,324788,166018,158770,34.9970417,50.289292719649126
تهران,ملارد,صفا دشت,15458,52451,27217,25234,27.2642785,57.2579264
تهران,پيشوا,مركزي,22068,73611,37077,36534,34.9970417,50.289292719649126
تهران,پيشوا,جليل آباد,3636,12990,6641,6349,35.3263556,51.77387702470608
تهران,بهارستان,گلستان,89837,306726,158686,148040,29.026050050000002,55.71444965988054
تهران,بهارستان,بوستان,66954,229603,118474,111129,30.38012935,51.23892898718397
تهران,پرديس,بومهن,50482,159184,81327,77857,35.69424945,51.828252011265604
تهران,پرديس,جاجرود,2873,9864,5141,4723,35.676958400000004,51.74628826700174
تهران,قرچک,مرکزي,79851,269136,138247,130889,35.9929045,52.94912620817931
اردبيل,اردبيل,مركزئ,172862,578237,295041,283196,34.9970417,50.289292719649126
اردبيل,اردبيل,هير,5659,19282,10111,9171,38.07823235,48.49835621374983
اردبيل,اردبيل,ثمرين,2452,8471,4350,4121,38.40698635,48.072588250178505
اردبيل,بيله سوار,مركزئ,8722,29111,14998,14113,34.9970417,50.289292719649126
اردبيل,بيله سوار,قشلاق دشت,6348,22146,11365,10781,39.366621699999996,47.908845636024814
اردبيل,خلخال,خورش رستم,4455,13839,6979,6860,37.2974418,48.43634919811814
اردبيل,خلخال,شاهرود,3977,11770,5927,5843,37.32307245,48.740866050424195
اردبيل,خلخال,مركزئ,18347,61122,30885,30237,34.9970417,50.289292719649126
اردبيل,مشگين شهر,ارشق,3226,10296,5197,5099,38.68514175,48.05994034937187
اردبيل,مشگين شهر,مركزئ,32434,107557,55456,52101,34.9970417,50.289292719649126
اردبيل,مشگين شهر,مشكين شرقي,4479,12663,6257,6406,38.3762723,47.6828369
اردبيل,مشگين شهر,مرادلو,2906,10032,5085,4947,38.7338022,47.645042524269755
اردبيل,مشگين شهر,قصابه,2954,9393,4846,4547,38.333928650000004,47.44991234386606
اردبيل,گرمي,انگوت,6549,22892,11733,11159,39.02788085,47.73284054987669
اردبيل,گرمي,مركزئ,12869,43990,22344,21646,34.9970417,50.289292719649126
اردبيل,گرمي,موران,2931,10019,4858,5161,39.080850049999995,48.26606581248595
اردبيل,پارس آباد,مركزئ,33527,118144,60616,57528,34.9970417,50.289292719649126
اردبيل,پارس آباد,اصلاندوز,8898,32506,17343,15163,39.37826135,47.556624198522975
اردبيل,پارس آباد,تازه كند,3684,13006,6842,6164,37.9797015,46.0007288
اردبيل,پارس آباد,اسلام آباد,3973,13944,7154,6790,39.49771045,47.68729906887643
اردبيل,كوثر,مركزئ,5197,17499,8928,8571,34.9970417,50.289292719649126
اردبيل,كوثر,فيروز,1389,4628,2378,2250,37.5866701,48.1928740897916
اردبيل,نمين,ويلكيج,7031,24945,13072,11873,#,#
اردبيل,نمين,مركزئ,7795,25910,13089,12821,34.9970417,50.289292719649126
اردبيل,نمين,عنبران,3010,9804,4923,4881,38.53009815,48.43878909002611
اردبيل,نير,مركزئ,3720,12190,6286,5904,34.9970417,50.289292719649126
اردبيل,نير,كوراييم,2644,8674,4559,4115,#,#
اردبيل,سرعين,مركزي,3879,13305,6974,6331,34.9970417,50.289292719649126
اردبيل,سرعين,سبلان,1459,4895,2579,2316,38.20975885,48.091911802685836
قم,قم,جعفراباد,5312,19063,9897,9166,34.9967553,58.0977515
قم,قم,خلجستان,2792,7207,3640,3567,34.6377291,50.27404909918752
